Dootrip,Departure,Capacity,In transit,Transported,Status,Load,Origin,Destination,Arrival,Dootrippers,Additional info
Dootrip #000005397 - from Duisburg (Germany) to Verin Dvin (Armenia),2025-07-21T08:00:00,2,0,2,Completed,Full,Germany,Armenia,2025-07-31T17:00:00, Rhein-Ruhr-Hub,Reisegruppe 1915 eV
Dootrip #000005398 - from Kaulsdorf (Germany) to Santa Cruz (Bolivia),2025-08-02T15:00:00,20,0,20,Completed,Full,Germany,Bolivia,2025-08-03T15:00:00, weltsichten,Kinderreise Bolivien
Dootrip #000005399 - from Frankfurt (Germany) to Windhoek (Namibia),2025-08-11T18:00:00,4,0,4,Completed,Full,Germany,Namibia,2025-08-12T18:00:00, Leandra_Irr,Wolfhard A.
Dootrip #000005400 - from Mülheim an der Ruhr (Germany) to Alzey (Germany),2025-07-28T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-01T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005401 - from Celle (Germany) to Colombo (Sri Lanka),2025-11-10T18:45:00,30,0,29,Completed,Not full,Germany,Sri Lanka,2025-11-30T18:45:00, Leandra_Irr DanielNeumann Rüdiger HH,Conny T.
Dootrip #000004823 - from Mülheim an der Ruhr (Germany) to Berlin (Germany),2025-07-28T08:00:00,1,0,0,Completed,Not full,Germany,Germany,2025-08-01T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005402 - from Kaulsdorf (Germany) to João Amazonas (Brazil),2025-07-23T13:30:00,2,0,2,Completed,Full,Germany,Brazil,2025-08-02T13:30:00, weltsichten,
Dootrip #000005403 - from Hildesheim (Germany) to Walewale (Ghana),2025-12-31T16:30:00,120,0,120,Pending,Full,Germany,Ghana,2026-03-31T17:30:00, Leandra_Irr NorbertB,Thorsten S.
Dootrip #000005404 - from Mülheim an der Ruhr (Germany) to Eislingen Fils (Germany),2025-07-28T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-01T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005405 - from Hamburg (Germany) to Cap Haitien (Haiti),2025-09-30T15:00:00,32,0,32,Completed,Full,Germany,Haiti,2025-10-31T15:00:00, Leandra_Irr,Monette
Dootrip #000005406 - from Hamburg (Germany) to Kampala (Uganda),2025-08-25T15:00:00,6,0,6,Completed,Full,Germany,Uganda,2025-08-31T15:00:00, Leandra_Irr,Richard Lubega
Dootrip #000005407 - from Madrid (Spain) to Livingstone (Zambia),2025-08-07T11:30:00,6,0,0,Pending,Not full,Spain,Zambia,2025-08-08T11:30:00, Kubuka Zambia,
Dootrip #000005408 - from Mülheim an der Ruhr (Germany) to Mülheim an der Ruhr (Germany),2025-07-27T14:00:00,1,0,1,Completed,Full,Germany,Germany,2025-07-27T14:30:00, Rhein-Ruhr-Hub,per Boten
Dootrip #000005410 - from Mülheim an der Ruhr (Germany) to Cottbus (Germany),2025-08-04T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-08T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005411 - from Mülheim an der Ruhr (Germany) to Saarbrücken (Germany),2025-08-04T08:00:00,1,0,0,Cancelled,Not full,Germany,Germany,2025-08-08T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005409 - from Mülheim an der Ruhr (Germany) to Schmalkalden (Germany),2025-08-04T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-08T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005412 - from Hamburg (Germany) to Hamburg (Germany),2025-08-04T14:30:00,20,0,20,Completed,Full,Germany,Germany,2025-08-04T15:30:00, Leandra_Irr,Ziya Akgül  
Dootrip #000005413 - from Mülheim an der Ruhr (Germany) to Nürnberg (Germany),2025-08-04T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-08T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005414 - from Hürth (Germany) to Souza (Cameroon),2025-09-17T16:30:00,8,0,8,Completed,Full,Germany,Cameroon,2025-09-30T18:00:00, Rhein-Ruhr-Hub Agricola,Bell A.
Dootrip #000005415 - from Bonn (Germany) to Souza (Cameroon),2025-10-18T08:00:00,8,0,8,Completed,Full,Germany,Cameroon,2025-10-20T17:00:00, Rhein-Ruhr-Hub,Tchamabé P. / Ekango G.
Dootrip #000005416 - from Bonn (Germany) to Souza (Cameroon),2025-12-01T08:00:00,7,0,7,Completed,Full,Germany,Cameroon,2025-12-02T17:00:00, Rhein-Ruhr-Hub,anguenang Ngomsi M.
Dootrip #000005417 - from Darmstadt (Germany) to Njambe (Tanzania),2025-09-18T08:00:00,2,0,2,Completed,Full,Germany,Tanzania,2025-09-19T17:00:00, Rhein-Ruhr-Hub,Berthold A.
Dootrip #000005418 - from Mülheim an der Ruhr (Germany) to Frankfurt am Main (Germany),2025-08-04T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-08T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005419 - from Essen (Germany) to Limbe (Cameroon),2025-09-30T09:30:00,10,0,10,Completed,Full,Germany,Cameroon,2025-10-31T09:30:00, Rhein-Ruhr-Hub,Abholung AKW e.V.
Dootrip #000005420 - from Trier (Germany) to Kamuli Municipality (Uganda),2025-08-15T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2025-08-16T17:00:00, Rhein-Ruhr-Hub,
Dootrip #000005421 - from Mülheim an der Ruhr (Germany) to Kleve (Germany),2025-08-04T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-08T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005422 - from Mülheim an der Ruhr (Germany) to Kinshasa (Congo (Kinshasa)),2025-08-11T08:00:00,6,0,6,Completed,Full,Germany,Congo (Kinshasa),2025-08-17T17:00:00, Rhein-Ruhr-Hub,Donaly M. / Dr. Kawata
Dootrip #000005423 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2025-08-04T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-08T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005424 - from Mülheim an der Ruhr (Germany) to Frankfurt am Main (Germany),2025-08-11T10:45:00,1,0,1,Completed,Full,Germany,Germany,2025-08-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005425 - from Mülheim an der Ruhr (Germany) to Bingen am Rhein (Germany),2025-08-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005426 - from Mülheim an der Ruhr (Germany) to Münster (Germany),2025-08-11T08:00:00,6,0,6,Completed,Full,Germany,Germany,2025-08-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005427 - from Madrid (Spain) to Nairobi (Kenya),2025-08-12T06:00:00,10,0,0,Pending,Not full,Spain,Kenya,2025-08-12T20:00:00, Gonzalo_Llanes,
Dootrip #000005428 - from Glücksburg (Germany) to Jinja (Uganda),2025-08-14T08:00:00,2,0,2,Completed,Full,Germany,Uganda,2025-08-15T17:00:00, Rhein-Ruhr-Hub,Nina W.
Dootrip #000005429 - from Mülheim an der Ruhr (Germany) to Fulda (Germany),2025-08-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005430 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2025-08-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005431 - from Hülben (Germany) to Jinja (Uganda),2025-08-08T08:00:00,1,0,1,Completed,Full,Germany,Uganda,2025-08-09T17:00:00, Rhein-Ruhr-Hub,Joseph A.
Dootrip #000005432 - from München (Germany) to Berlin (Germany),2025-08-04T09:30:00,2,0,2,Completed,Full,Germany,Germany,2025-08-04T09:30:00, jprisab,
Dootrip #000005433 - from Mülheim an der Ruhr (Germany) to Hadamar (Germany),2025-08-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005434 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2025-08-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005435 - from Mülheim an der Ruhr (Germany) to Nürnberg (Germany),2025-08-11T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-15T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005436 - from Essen (Germany) to Kampala (Uganda),2025-08-21T06:30:00,2,0,2,Completed,Full,Germany,Uganda,2025-08-24T06:30:00, Leandra_Irr,Catherine K. 
Dootrip #000005437 - from Mülheim an der Ruhr (Germany) to Hamburg (Germany),2025-08-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005438 - from Herscheid (Germany) to Phillipi (South Africa),2025-10-07T08:00:00,2,0,2,Completed,Full,Germany,South Africa,2025-10-08T17:00:00, Rhein-Ruhr-Hub,Klaus W.
Dootrip #000005439 - from Nagold (Germany) to Atar (Mauritania),2025-12-15T09:30:00,8,0,8,Completed,Full,Germany,Mauritania,2025-12-22T20:30:00, Rhein-Ruhr-Hub,Reisegruppe von Helfende Hände eV
Dootrip #000005440 - from Nagold (Germany) to Atar (Mauritania),2025-11-14T08:45:00,7,0,7,Completed,Full,Germany,Mauritania,2025-11-14T20:45:00, Rhein-Ruhr-Hub,Reisegruppe von Helfende Hände eV
Dootrip #000005441 - from Sabadell (Spain) to Girona (Spain),2025-09-08T16:45:00,15,0,15,Pending,Full,Spain,Spain,2025-09-08T16:45:00, Montilivi,
Dootrip #000005442 - from Böklund (Germany) to Accra (Ghana),2025-08-21T10:15:00,20,0,20,Completed,Full,Germany,Ghana,2025-10-23T10:15:00, Leandra_Irr,Rose
Dootrip #000005443 - from Mülheim an der Ruhr (Germany) to Afienya (Ghana),2025-12-31T08:00:00,30,0,30,Pending,Full,Germany,Ghana,2026-03-31T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005444 - from Mülheim an der Ruhr (Germany) to Bremen (Germany),2025-08-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005445 - from Mülheim an der Ruhr (Germany) to Dessau (Germany),2025-08-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005446 - from Mülheim an der Ruhr (Germany) to Kaufbeuren (Germany),2025-08-18T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-22T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005447 - from München (Germany) to Meegammana (Sri Lanka),2025-09-01T19:00:00,6,0,6,Completed,Full,Germany,Sri Lanka,2025-09-03T19:00:00, Leandra_Irr,Happy Bambini e.V. (Gunvar)
Dootrip #000005448 - from Hamburg (Germany) to Hamburg (Germany),2025-09-30T19:00:00,10,0,12,Completed,Full,Germany,Germany,2025-10-04T19:00:00, Leandra_Irr,
Dootrip #000005449 - from Kaulsdorf (Germany) to João Amazonas (Brazil),2025-08-15T14:30:00,6,0,6,Completed,Full,Germany,Brazil,2025-08-31T14:30:00, weltsichten,
Dootrip #000005450 - from Kaulsdorf (Germany) to Santa Cruz de la Sierra (Bolivia),2025-10-02T15:45:00,2,0,2,Completed,Full,Germany,Bolivia,2025-10-03T15:45:00, weltsichten,Fritz Jugendreise
Dootrip #000005451 - from Mülheim an der Ruhr (Germany) to Greifswald (Germany),2025-08-25T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-29T18:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005452 - from Ingelheim (Germany) to Entebbe (Uganda),2025-11-03T08:00:00,11,0,11,Completed,Full,Germany,Uganda,2025-11-04T17:00:00, Rhein-Ruhr-Hub,traveler via Harriet K.
Dootrip #000005453 - from Röfingen (Germany) to Kasanga (Uganda),2025-08-26T08:00:00,3,0,3,Completed,Full,Germany,Uganda,2025-08-27T18:30:00, Rhein-Ruhr-Hub,Rev. Fr. Kato B.
Dootrip #000005454 - from Bergheim (Germany) to Kasanga (Uganda),2025-08-28T08:00:00,1,0,0,Cancelled,Not full,Germany,Uganda,2025-08-29T17:00:00, Rhein-Ruhr-Hub,Pfr.Dr. Robert O.
Dootrip #000005455 - from Köln (Germany) to Machavenga (Mozambique),2025-08-29T08:00:00,2,0,2,Completed,Full,Germany,Mozambique,2025-08-30T17:00:00, Rhein-Ruhr-Hub,Reisegruppe 2 Personen
Dootrip #000005456 - from Mülheim an der Ruhr (Germany) to Viernheim (Germany),2025-08-25T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-29T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005457 - from Kaiserslautern (Germany) to Kaspi (Georgia),2025-08-29T08:00:00,2,0,0,Cancelled,Not full,Germany,Georgia,2025-09-05T17:00:00, Rhein-Ruhr-Hub,Silvan St.
Dootrip #000005458 - from Mülheim an der Ruhr (Germany) to Viernheim (Germany),2025-08-25T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-29T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005459 - from Mülheim an der Ruhr (Germany) to Dienheim (Germany),2025-08-25T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-29T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005460 - from Mülheim an der Ruhr (Germany) to Berlin (Germany),2025-08-25T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-08-29T17:00:00, Rhein-Ruhr-Hub,
Dootrip #000005461 - from Krefeld (Germany) to Mvurwi (Zimbabwe),2025-09-25T08:00:00,3,0,3,Completed,Full,Germany,Zimbabwe,2025-09-26T17:00:00, Rhein-Ruhr-Hub MirkoT,Morgen Jamhu / Zoo Krefeld
Dootrip #000005462 - from Mülheim an der Ruhr (Germany) to Rietberg (Germany),2025-08-25T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-05T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005463 - from Mülheim an der Ruhr (Germany) to Dieburg (Germany),2025-09-01T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-05T17:00:00, Rhein-Ruhr-Hub,malikhiba115@gmail.com
Dootrip #000005464 - from Mülheim an der Ruhr (Germany) to Hamburg (Germany),2025-09-01T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-05T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005465 - from Mülheim an der Ruhr (Germany) to Bremen (Germany),2025-09-01T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-05T17:00:00, Rhein-Ruhr-Hub,per Paketdienst (Hermes)
Dootrip #000005467 - from Mülheim an der Ruhr (Germany) to Gorxheimertal (Germany),2025-09-01T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-05T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005468 - from Schwerin (Germany) to Mbale (Uganda),2025-10-26T17:00:00,3,0,3,Completed,Full,Germany,Uganda,2025-11-11T17:00:00, Leandra_Irr Asche rrhamburg,Marko R.
Dootrip #000005469 - from Achern (Germany) to Serrekunda (Gambia),2025-12-31T08:00:00,12,0,12,Pending,Full,Germany,Gambia,2026-03-31T17:00:00, Rhein-Ruhr-Hub,Ebrima C. or shipping agency
Dootrip #000005470 - from Hamburg (Germany) to Meegammana (Sri Lanka),2026-01-15T17:00:00,2,0,0,Cancelled,Not full,Germany,Sri Lanka,2026-02-02T17:00:00, Leandra_Irr,Email von Spender nach Sri Lanka
Dootrip #000005471 - from Eschborn (Germany) to Moshi (Tanzania),2025-10-05T08:00:00,5,0,5,Completed,Full,Germany,Tanzania,2025-10-06T17:00:00, Rhein-Ruhr-Hub,Elisabeth B. (Reisegruppe 5 Personen)
Dootrip #000005472 - from Oldenburg (Germany) to Mombasa (Kenya),2025-09-15T08:00:00,8,0,12,Completed,Full,Germany,Kenya,2025-10-31T07:00:00, Rhein-Ruhr-Hub,Frachtsendung
Dootrip #000005473 - from Rauenberg (Germany) to Mirissa (Sri Lanka),2026-08-25T07:45:00,3,3,0,Pending,Full,Germany,Sri Lanka,2026-08-25T07:45:00, robinjayasinghe,
Dootrip #000005474 - from München (Germany) to Mühlheim (Germany),2025-08-27T16:00:00,7,0,7,Completed,Full,Germany,Germany,2025-08-28T16:00:00, jprisab,
Dootrip #000005475 - from München (Germany) to Mühlheim (Germany),2025-08-27T16:15:00,10,0,10,Completed,Full,Germany,Germany,2025-08-27T16:15:00, jprisab,
Dootrip #000005476 - from München (Germany) to Mülheim an der Ruhr (Germany),2025-08-27T00:00:00,9,0,9,Completed,Full,Germany,Germany,2025-08-27T00:00:00, jprisab,
Dootrip #000005477 - from München (Germany) to Mülheim an der Ruhr (Germany),2025-08-27T00:00:00,10,0,10,Completed,Full,Germany,Germany,2025-08-27T00:30:00, jprisab,
Dootrip #000005478 - from Berlin (Germany) to Nyandarua (Kenya),2025-09-14T08:00:00,2,0,2,Completed,Full,Germany,Kenya,2025-09-15T17:00:00, Rhein-Ruhr-Hub,Diana W.
Dootrip #000005479 - from Mülheim an der Ruhr (Germany) to Cottbus (Germany),2025-09-01T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-05T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005480 - from Mülheim an der Ruhr (Germany) to Lemgo (Germany),2025-09-01T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-05T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005481 - from Mülheim an der Ruhr (Germany) to Chemnitz (Germany),2025-09-01T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-05T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005482 - from Haßloch (Germany) to Freetown (Sierra Leone),2025-09-27T08:00:00,2,0,2,Completed,Full,Germany,Sierra Leone,2025-09-29T17:00:00, Rhein-Ruhr-Hub,Maren J.
Dootrip #000005483 - from Michelfeld (Germany) to Luang Prabang/Thakek (Laos),2025-09-20T06:00:00,4,0,0,Cancelled,Not full,Germany,Laos,2025-09-22T20:00:00,CB_1990,
Dootrip #000005484 - from Mülheim an der Ruhr (Germany) to Groß-Gerau (Germany),2025-09-08T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-12T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005485 - from Mülheim an der Ruhr (Germany) to Grünstadt (Germany),2025-09-08T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-12T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005486 - from München (Germany) to Mühlheim (Germany),2025-09-02T00:00:00,10,0,10,Completed,Full,Germany,Germany,2025-09-02T00:00:00, jprisab,
Dootrip #000005487 - from Potsdam (Germany) to Nyenga (Uganda),2025-09-08T08:00:00,4,0,4,Completed,Full,Germany,Uganda,2025-09-09T17:00:00, Rhein-Ruhr-Hub,Arndy St.
Dootrip #000005488 - from Mülheim an der Ruhr (Germany) to Kaiserslautern (Germany),2025-09-08T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-12T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005489 - from Potsdam (Germany) to Kabasanda (Uganda),2025-09-08T08:00:00,1,0,3,Completed,Full,Germany,Uganda,2025-09-09T17:00:00, Rhein-Ruhr-Hub,Ssemambo A.
Dootrip #000005490 - from Mülheim an der Ruhr (Germany) to Tschernigiw Чернігів (Ukraine),2025-09-15T08:00:00,33,0,33,Completed,Full,Germany,Ukraine,2025-09-16T17:00:00, Rhein-Ruhr-Hub,Abhol. durch Ira
Dootrip #000005491 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2025-09-15T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-19T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005492 - from Mülheim an der Ruhr (Germany) to Bad Berleburg (Germany),2025-09-15T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-19T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005493 - from Mülheim an der Ruhr (Germany) to Duisburg (Germany),2025-11-01T08:00:00,19,0,19,Completed,Full,Germany,Germany,2025-11-30T17:00:00, Rhein-Ruhr-Hub,Abholung
Dootrip #000005494 - from Mülheim an der Ruhr (Germany) to Nürnberg (Germany),2025-09-15T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-19T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005496 - from Mülheim an der Ruhr (Germany) to Bremen (Germany),2025-09-15T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-19T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005497 - from Mülheim an der Ruhr (Germany) to Darmstadt (Germany),2025-09-15T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-19T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005498 - from Mülheim an der Ruhr (Germany) to Kassel (Germany),2025-09-15T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-19T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005499 - from Mülheim an der Ruhr (Germany) to Willebadessen (Germany),2025-09-15T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-19T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005500 - from Mülheim an der Ruhr (Germany) to BAKO IBADA (Nigeria),2026-06-01T09:00:00,5,0,0,Pending,Not full,Germany,Nigeria,2026-09-30T09:00:00, Rhein-Ruhr-Hub,freight company
Dootrip #000005501 - from Mülheim an der Ruhr (Germany) to Demmin (Germany),2025-10-13T08:00:00,7,0,7,Completed,Full,Germany,Germany,2025-10-17T17:00:00, Rhein-Ruhr-Hub JörnWarnow,per DHL
Dootrip #000005502 - from Madrid (Spain) to Gran Canaria (Spain),2025-09-21T05:45:00,2,0,2,Completed,Full,Spain,Spain,2025-09-21T08:45:00, Natalia Gomez Esteban,"Rosaknny Duránm (empleada de SIC4Chantge) sera la empleada encargada de llevar los ordenadores de Madrid a la oficna de SIC4Change, de Gran Canarias. Alli los recibirá Aidira Sanchez"
Dootrip #000005503 - from Mülheim an der Ruhr (Germany) to Cottbus (Germany),2025-09-15T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-19T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005505 - from Mülheim an der Ruhr (Germany) to Augsburg (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005506 - from Mülheim an der Ruhr (Germany) to Magdeburg (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005507 - from Winterthur (Swaziland) to Kumasi (Ghana),2025-09-26T13:00:00,50,0,0,Completed,Not full,Swaziland,Ghana,2025-12-01T01:00:00, Blight,
Dootrip #000005508 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005509 - from Mülheim an der Ruhr (Germany) to Erlangen (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005510 - from Mülheim an der Ruhr (Germany) to Oppenheim (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005511 - from Mülheim an der Ruhr (Germany) to Bremerhaven (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005512 - from München (Germany) to Frankfurt am Main (Germany),2025-09-15T13:45:00,2,0,2,Completed,Full,Germany,Germany,2025-09-15T13:45:00, jprisab,
Dootrip #000005513 - from Mülheim an der Ruhr (Germany) to Groß Umstadt (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005514 - from Hamburg  (Germany) to Kandahar  (Afghanistan),2025-10-02T13:30:00,20,0,0,Completed,Not full,Germany,Afghanistan,2025-10-08T10:30:00, NMC,We ship these computers from Hamburg to Dubai and then transport them to Afghanistan. This donation is provided free of charge by someone so that women there can receive an education.
Dootrip #000005515 - from Mülheim an der Ruhr (Germany) to Herolsberg (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005516 - from Mülheim an der Ruhr (Germany) to Bremerhaven (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005517 - from Mülheim an der Ruhr (Germany) to Pforzheim (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005518 - from Mülheim an der Ruhr (Germany) to Ingolstadt (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005519 - from Mülheim an der Ruhr (Germany) to Schmalkalden (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005520 - from Mülheim an der Ruhr (Germany) to Bonn (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005521 - from Mülheim an der Ruhr (Germany) to Magdeburg (Germany),2025-09-22T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-09-26T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005522 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005523 - from Mülheim an der Ruhr (Germany) to Düsseldorf (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005526 - from Nairobi (Kenya) to Geneva (Switzerland),2025-12-14T14:45:00,10,0,0,Pending,Not full,Kenya,Switzerland,2025-12-14T14:45:00, Bahana,
Dootrip #000005527 - from Geneva (Switzerland) to Kakuma (Kenya),2025-12-18T15:00:00,10,0,0,Pending,Not full,Switzerland,Kenya,2025-12-22T15:00:00, Bahana,
Dootrip #000005528 - from Mülheim an der Ruhr (Germany) to Ilmenau (Germany),2025-09-29T08:00:00,1,0,1,Completed,Full,Germany,Germany,2025-10-02T17:00:00, Rhein-Ruhr-Hub,per Paketdienst
Dootrip #000005529 - from BARCELONA (Spain) to arusha i Moshi (Tanzania),2025-10-08T05:45:00,5,0,6,Pending,Full,Spain,Tanzania,2025-10-08T07:45:00, Marta Parpal,
